matched_word,awn3_synset_id,ao_concept_id,awn3_words,new_words,awn3_gloss,ao_gloss
ناخب,awn3-10780008-n,52980,مُصَوِّت|مُقْتَرِع|ناخِب,مُنْتَقٍ|مُنْتَخِبٌ|مُنْتَخِبَةٌ,من يكون له الحق القانوني بانتخاب من يمثله والتصويت له,دور الشخص الذي يَخْتارُ مُمَثِّلاً لَهُ في مَجْلِسٍ نِيابِيِّ أوْ مَجْلِسِ نَقابَةٍ أوْ غَيْرِهِما و
باخره,awn3-04316486-n,46307,بَاخِرَة,مَاخِرَةٌ|مَرْكَبٌ|مَرْكِبٌ|زَوْرَقٌ|طَرَّادٌ|طَوْفٌ|سَفِينَةٌ|قَارِبٌ|خَلِيَّةٌ|فُلْكٌ,سفينة كبيرة تسير بالمحركات البخارية التي تعمل بتوليد البخار من الماء بفعل الحرارة العالية لتوليد طاق,مَرْكَبَ انسيابي مخصص للتنقل فوق الماء وحمل الموجودات المادية عليه
تليين,awn3-13578969-n,53288,تَطْرِيَة|تَلْيِين,إِرْخاءٌ,جعل الشيء مرناً طائعاً وإزالة الصلابة والخشونة منه,جعل الشيء أقل شدةً وصلابة من ما هو عليه وتلطيفه
ماص,awn3-00006354-a,53765,مَاصْ,مُمْتَزٌّ|مُمْتَصٌّ|مَصَّاصٌ|مَازٌّ,امتلاك القدرة على سحب السوائل أو المواد الأخرى عبر السطح إلى الداخل والاحتفاظ بها,عملية سحب السائل الى الداخل
نبح,awn3-01049617-v,48525,نَبَحَ,ضَبَحَ|نَبَحَ على|عوَى|وَعْوَعَ,يصدر صوت عواء,اصدار الكلب لصوته
دورق,awn3-03364412-n,53348,دورق,قِنِّينَةٌ|قَارُورَةٌ|قُمْقُمٌ|زُجَاجَةٌ,قارورة ذات عنق ضيق تستخدم غالباً في المختبرات لتحضير وقياس المواد الكيميائية,وعاء زجاجي مفتوح من أعلى يتميز بقاعدته الواسعة التي تجعله متسعاً وعريضاً من قاعدته إلى فوهته يستخدم 
استهدف,awn3-01153025-v,48687,اِسْتَهْدَفَ|وَجَّهَ,سَدَّدَ|صَوَّبَ|وَجَّهَ إلى|اِسْتَهْدَفَ ل,يتقصّد توجيه شيء نحو هدف معين,فعل اختيار شيء أو شخص ليكون المقصو من الحدث
انزعج,awn3-00850387-v,46695,اِنْزَعَجَ,جَهِدَ|أَنْهَكَ|ساءَ1|أَكَلَّ|تَعِبَ|أَتْعَبَ|أَتْعَسَ|زَاحَمَ|زَعَجَ|أَزْعَجَ|أَضْجَرَ|اِضْطَرَبَ|اِضْطَرَبَ في|أَضْنَى|ضَايَقَ|ضَيَّقَ|ضَيَّقَ على|أَجْهَدَ|أغْضَبَ|غَمَّ|أَغاظَ|أَسْأَمَ|بَلْبَلَ|شَجَا1|أَشْقى1|شَوَّشَ|أَنْغَصَ|نَغَّصَ|نَاكَدَ|نَكَّدَ|نَكَّدَ عَلَى|أَرْهَقَ|قَدَحَ|قَدَحَ في|أقْلَقَ|هَيَّجَ|أَحْرَجَ|أَحْزَنَ|مَضَّ2|مَضَّ2 ل|مَضَّ2 من|أَمَضَّ|أَعْيا|كَلَّفَ|كَدَّرَ|ضَغَطَ|ضَغَطَ على|عَنَّى|كَلَّ1|كَلَّ عن|جَهَدَ|أبْرَمَ|أَكْمَدَ|كَرَبَ|أَسْخَطَ,يتضايق من شيء,كَدَّرَ عَيْشَهُ وَجَعَلَهُ صَعْباً ولا يُحتمَل
تقليل,awn3-07370487-n,46757,نَقْص|تَقْلِيل|تخفيف|انخفاض,اِنْخِسَافٌ|إِنْقَاصٌ|اِنْحِطَاطٌ|تَدَنٍّ|تَقَوُّضٌ|حَسْمٌ|تَقَهْقُرٌ|نُزولٌ|اِنْحِدَارٌ|تَصْغِيرٌ|تَدَهْوُرٌ|زَلّةٌ|خَصْمٌ|خَفْضٌ|سُقُوطٌ|هُبُوطٌ|اِنْهِيَارٌ|اِخْتِصَارٌ|وُقوعٌ|تَنْزِيلٌ|تَخْفِيضٌ|سُفُولٌ|تَغَوُّرٌ|حَطٌّ,التراجع والنقص، التغير باتجاه الوراء,إنزال الشيء وخفضُه وتدنِّي مستواه
لصق,awn3-01359073-v,54236,لَصَقَ,اِلْتِصَاقٌ,وضع شيئاً بلصقه على شيء آخر,ربط الشيء بشيء آخر يلازمه ولا يستطيع التخلص منه
بيسه,awn3-13719367-n,50552,بيسة,رِيَالٌ,وحدة نقدية جزئية من الريال العماني تعادل واحد بالألف,العملة المتدأولة في سلطنة عمان
كاسد,awn3-02069762-a,48748,كَاسِد,بَائِرٌ|رَاكِدٌ,لا بيع فيه ولا شراء ولا أحد يقبل بشرائه,لم ينفق لقلة الرغَّاب فيه
نخبه,awn3-08403286-n,46101,صَفْوَة|نُخْبَة,مُخْتَصَرٌ|خَيْرَةٌ|مَضْمُونٌ|صَمِيمٌ|خِيَارٌ1|زُبْدَةٌ2|لُبَابٌ|خُلَاصَةٌ|خِلَاصَةٌ|مُلَخَّصٌ|جَوْهَرٌ1|خِيرَةٌ2|خِيَرَةٌ|خِيرَةٌ1|مُوجَزٌ|مَحْضٌ|نَقَاوَةٌ,مجموعة من الأاشخاص الذين يتمتعون بمكانة مميزة فكرية أو اجتماعية أو اقتصادية,وصف للصافي والخالص من كل شيء وهو أفضل ما فيه
مبكر,awn3-00816521-a,53624,مُبَكِّر|بَاكِر,سَابِقٌ|مِبْكَارٌ,قريب من بداية فترة زمنية، أو أحداث تحدث قبيل وقتها المتوقع,الأمر أو الحدث الذي يأتي سابقاً لأوانه أو وقت حدوثه المتوقع
ممتص,awn3-14621593-n,53765,ممتصّ,مُمْتَزٌّ|مَصَّاصٌ|مَازٌّ|مَاصٌّ,مادة لها القدرة على سحب حزيئات مادة أخرى ونشرها ضمن جزيئاتها,عملية سحب السائل الى الداخل
سنه شمسيه,awn3-15227602-n,293593,سَنَة مَدَارِيَّة|سَنَة شَمْسِيَّة,سَنَة ميلاديّة,الوقت الذي تستغرقه الشمس لتعود إلى نفس الموقع من دورة الفصول كما ترى من الأرض، ويقاس باعتدالين ربيعي,سنة تمثّل الفترة الزمنيّة التي تستغرقها الشّمس لتعود إلى نفس الموقع من دورة الفصول كما تُرى من الأرض
استرجاع,awn3-00046648-n,46879,إِسْتِرْجَاع|اِسْتِرْدَاد|استعادة,إِرْجَاعٌ|رَدٌّ|إِعَادَةٌ,عملية استعادة الأشياء الضائعة أو المأخوذة والحصول عليها من جديد.,الحصول على شيء وملكيته بعد فقدان هذه الملكية
متطرف,awn3-10094523-n,47598,مُتَشَدِّد|مُتَطَرِّف,نَاءَ ب|قَاصٍ|مُتَرَامٍ|نَاءٍ|النَّائِي|مُتَبَاعِدٌ|غَائِرٌ2|سَحيقٌ|سَاحِقٌ|غَوْرٌ|أَقْصَى|شَاسِعٌ|عَمِيقٌ|بَعِيدٌ|نَاتِئٌ|قَصِيٌّ,من يتجاوز حد الاعتدال في آرائه,صفة الشيء الذي لا قرابة بينك وبينه وكانَ مترامي المدى والمسافة
خض,awn3-01893603-v,46841,رَجَّ|خَضَّ,اِرْتَجَفَ|رَجْرَجَ|تَرَجَّحَ|تَرَجَّحَ ب|تَأَرْجَحَ|تَأَرْجَحَ على|اِرْتَجَّ|رَجَّ1|تَلْتَلَ|ذَبْذَبَ|زَلْزَلَ|طَرَقَ|طَرَقَ ب|طَرَقَ على|طَرَقَ في|اِضْطَرَبَ|اِضْطَرَبَ في|صَفَّقَ ب|اِصْطَفَقَ|خَضْخَضَ|خَفَقَ1|اِخْتَلَجَ|اِخْتَلَجَ في|نَخَعَ|اِنْتَفَضَ|اِنْتَفَضَ من|اِرْتَعَشَ|رَفْرَفَ|رَفْرَفَ ب|رَاوَحَ|قَلْقَلَ|تَقَلْقَلَ|هَزَّ1|هَزَّ ب|اِهْتَزَّ|اِهْتَزَّ في|اِهْتَزَّ ل|هَيَّجَ|تَهَيَّجَ|رَجَّحَ|حَرَّكَ|تَذَبْذَبَ|تَرَاوَحَ|تَحَرَّكَ|مادَ|مادَ ب,يتحرك أو يُحرك للأمام والخلف أو لأعلى وأسفل بحركات سريعة وقصيرة,حرَّكَهُ بِقُوَّةٍ واضطراب ذهاباً وإياباً
اقتصد,awn3-02271765-v,52972,اِقتصد|وفِّر,اِقْتَصَدَ في,"ينفق أقل , يشتري بسعر مخفض",واقعة توسَّط واعتدل في النفقة فلم يسرف ولم يبخل ليدَّخر جزءاً من ماله
وريث,awn3-10188177-n,46484,وَارِث|وَرِيث,مَوْلَىً|ثَمَرَةٌ|خَلَفٌ|وَلَدٌ|طِفْلٌ|عاقِبةٌ|اِبْنٌ1|نَسْلٌ|نَجْلٌ|سَلِيْلٌ,الشخص المخول قانونياً لأخذ نصيب من إحدى ممتلكات شخص متوفى,ذرية الرجل
ركود,awn3-14036138-n,53802,رُكُود,كَسَادٌ|بَوَارٌ,تراجع الأنشطة التي تؤدي إلى انخفاض الناتج المحلي وفقدان الوظائف وارتفاع البطالة (اقتصادياً أو فنياً ,حالة اقتصاديّة
سفاك,awn3-10358420-n,48557,قَاتِل|سَفَّاك,مُجْرِمٌ|سَفَّاحٌ,المجرم الذي يرتكب جريمة قتل الناس وسفك الدم مع سبق الإصرار,قَامَ بالقَتْل
ايقن,awn3-00597025-v,46270,أَيْقَنَ,ثَبَتَ|ثَبَتَ على|ثَبَتَ في|اِسْتَثْبَتَ|اِسْتَثْبَتَ في|اِسْتَثْبَتَ من|يَقِنَ|يَقِنَ ب|اِسْتَيْقَنَ|اِسْتَيْقَنَ بِ|أَيْقَنَ ب|أَيْقَنَ من|تَيَقَّنَ|تَيَقَّنَ ب|تَيَقَّنَ من|صَحَّ|صَحَّ على|صَحَّ ل|تَثَبَّتَ|تَثَبَّتَ في|تَثَبَّتَ من|تَحَقَّقَ|تَحَقَّقَ من|تَأَكَّدَ|تَأَكَّدَ ل|تَأَكَّدَ من,يكون عارفاً بحقيقة مطلقة، مؤمناً بها ومتيقناً منها ولا مجال للشك فيها,بحث في صحة الشيء وتوثق منها
جريح,awn3-07967372-n,53352,جَرِيح,كَلِيمٌ,من يعاني من أذى أو إصابة جسدية تسببت له بنزف الدم,حالة الشخص المصاب بأذاً أو نزف في جسده نتيجة تعرضه لإصابة أو حادث ما
احتسي,awn3-01173463-v,45922,اِحْتَسَى,نَهِلَ|رَشِفَ|تَمَصَّصَ|اِجْتَرَعَ|جَرَعَ|تَجَرَّعَ|اِغْتَرَف|بَلَعَ|اِبْتَلَعَ|نَغَبَ|رَشَفَ|تَرَشَّفَ|حَسا|تَمَزَّزَ|مَصَّ1|مَصَّ2|اِمْتَصَّ|عَبَّ2|عَلَّ2|جَرْعٌ|شَرِبَ|كَرَعَ في|اِرْتَشَفَ,يتناول المشروبات الكحولية,إدخال الطعام السائل إلى الجوف
اضطر,awn3-00772482-v,45988,اِضْطَرَّ|أَقْنَعَ|جَعَلَ,جَبَرَ|ألْجَأَ|غَصَبَ|أَرْغَمَ|قَهَرَ|قَسَرَ|أَلْزَمَ|حَمَلَ1|حَمَلَ1 ب|حَمَلَ1 على|حَمَلَ1 عن|أَكْرَهَ|أجْبَرَ,يُجبر أحداً ليفعل أمراً معيناً,استخدام القوة لإجبار شخص على القيام بشيء ما
خد,awn3-05610590-n,47649,خَدّ|وَجْنَة,مَلْطَمٌ|مَلْطِمٌ|عَارِضٌ|عِذَارٌ|وَجْهٌ,إحدي جانبي الوجه أسفل العينين,جزء من وجه الإنسان يكون من مؤخّر العين إلى أول الشدف
جبي,awn3-02222955-v,54382,جَبَى|جَمَعَ|حَصَّلَ,حَشَرَ|جَيَّشَ,يستوفي الأموال مستحقة الدفع من المكلفين كالضرائب والإيجارات وغيرها,فعل جمع أكبر عدد من الأشياء أو الأشخاص
اعجب,awn3-02169125-v,46386,أُعْجِبَ,أَغْبَطَ|أَطْرَبَ|أَجْذَلَ|أَفْرَحَ|فَرَّحَ|أَسْعَدَ|أَبْهَجَ|شَنَّفَ|أَرْضَى|أَمْتَعَ|سَرَّ1|راقَ2|راقَ ل,يجد أحدهم أو شيئاً ما جذاباً أو ساراً عندما ينظر إليه,أدخل السرور والفرح على قلب أحد وإسعاد
اذن ب,awn3-00873606-v,53333,دلّ على|تكهّن بـِ|تنبّأ بـِ|أذن ب|أعلن|أنذر|أنذر ب|إستدل على|بشر|تكهن|تنبأ|تنبأ بالمستقبل|توقع|دل|دل على|عرف مسبقا|يسبق,أَذَّنَ|أَذَّنَ ل,يشير إلى حصول شيء ما من خلال علامات تدل عليه,أعلم بشيءٍ ما في العلن أمام الناس مُتحدثاً به بصوتٍ مرتفع
جماعي,awn3-00468799-a,52865,جَمَاعِيّ,مُتَكَتِّلٌ|إِجْماليٌّ,ما يتشارك به كل عضو في المجموعة,شاملاً لعدد كبير من الأشياء أو الأشخاص
جمره,awn3-15125724-n,46608,جَمْرَة|جَمْر,ضَرْمَةٌ|لَهَبٌ|لَهيبٌ|قَبَسٌ|جَذْوَةٌ|جِذْوَةٌ|جُذْوَةٌ|نَارٌ|شُعْلَةٌ,خشب أو حطب تحول إلى قطع متقدة من النار,ا شيء مشتعل أو للنار نفسها أو لجزء صغير منها
جوقه,awn3-07394295-n,47277,جَوْقَة,طُغْمَةٌ|جَمْعٌ|كَوْكَبَةٌ|فَوْجٌ,غناء أو صوت جماعي تقوم به مجموعة واحدة,جَماعَةٌ مِنَ النَّاسِ
اخفق,awn3-02534046-v,47213,أَخْفَقَ|فَشِلَ,خابَ|عَيِيَ ب|عَيِيَ في|فَشِلَ في|أَخْفَقَ في|أَكْدَى,يكون غير ناجح فيما يسعى لتحقيقه أو فيما يتوقعه,خَسِرَ ولَمْ يَنَلْ ما طَلَبَ فأحبط وانْقَطَعَ رَجاؤُهُ وَأمَلُهُ
اوهم,awn3-00839551-v,48105,أَوْهَمَ,زَيَّفَ|ضَلَّلَ|أَضَلَّ|خَدَعَ,يحاول أن يخيف شخصاً بجعله يعتقد أنه أقوى مما هو عليه في الحقيقة,تَخَلَّقَ بغير خُلُقِه ودَفَع الآخرينَ إلى الضَّلال
كبس,awn3-01449876-v,52721,كَبَسَ|ضَغَطَ عَلَى,دَفْعٌ|ضَغْطٌ,يبذل ضغطاً أو قوةً على شيء أو سطح دون التسبب في تحركه بعيداً,شَدَّ على الشيء بقوّة فضيق عليه
جدار,awn3-04554141-n,46690,جِدَار|حَائِط,وَشِيعٌ|سُورٌ|مِتْرَاسٌ|عَقَبَةٌ|سِيَاجٌ|حَاجِزٌ|حِظَارٌ|حَائِلٌ 1|نِطَاقٌ,بنية معمارية يزيد ارتفاعه وطوله عن سمكه يبنى لتقسيم مساحة ما أو لإحاطتها أو لدعم بنية أخرى,بناء قائم يفصل بين شيئين أو يحيط بمكان ما
مس,awn3-01243284-v,46255,مَسَّ,وَسْوَسَةٌ|اِخْتِبَالٌ|اخْتِلَاطٌ|خَبَلَ|وَسْوَاسٌ|وِسْوَاسٌ|خَبَالٌ|خَبَلٌ|فِتْنَةٌ|لَوْثَةٌ|هَرَعٌ|هِسْتِيرْيَا|هَوَسٌ|جِنَّةٌ1|جُنُونٌ,يلمس بخفة وسرعة,زوال العَقْل أَو فسادٌ فيه فيعيق عن التفكير وهو مَرَضٌ عَصَبِيٌّ يُفْقِدُ الْمَرْءَ القُدْرَةَ عَلَى
مساواه,awn3-04755139-n,48952,مُسَاوَاة,تَمَاثُلٌ|تَعَادُلٌ|تَساوٍ|تَكافُؤٌ,صفة كون الأشياء متماثلة في الكمية أو القياس أو القيمة أو الحالة,خاصية تدلل على وجود شيئين لهما صفات متطابقة
مؤدي,awn3-10435383-n,46807,مُؤَدِي|فَنَّان,مَضْمُونٌ|صَمِيمٌ|مَغْزَىً|مَدْلُولٌ|مَقْصَدٌ|مَفْهُومٌ|مَقْصِدٌ|مَعْنًى|دِلَالَةٌ|دَلالَةٌ|جَوْهَرٌ1|مَآلٌ|فَحْوَى,من يقوم بأداء تمثيلي أو موسيقي للجمهور بهدف التسلية,ما يقتضيه اللفظُ عند إِطلاقه ، والغاية من الأمر وأصله
